id,predicted_price
2591820310,467185.78
7974200820,946963.7
7701450110,1312134.5
9522300010,2106876.2
9510861140,607845.0
1761300310,258639.38
7732410120,789166.4
7010701383,639254.4
291310170,451408.75
4232901990,657451.2
6840701125,744630.25
3971700580,539656.5
4202400078,248323.9
6064800090,403221.0
2626119028,279126.53
3303980660,1412202.5
862000020,440808.88
2386000070,1082269.6
1138000450,387734.5
1775800420,460976.8
2291401425,385744.78
2025770560,1367424.5
3525069037,689981.7
9324800450,663077.9
8080400136,669264.8
8651540040,504011.78
9407001790,331812.0
1773101530,276088.3
9432900250,387889.34
1794500695,679041.1
2220069003,355771.22
923000120,530094.75
5728000060,367661.28
16000200,230200.0
1926059094,598793.94
6672900220,849051.6
3629860060,667764.6
1822069109,353290.1
6675500105,449591.4
249000180,1606884.1
226059065,418383.12
396100110,261901.88
9264450460,250898.9
7853361210,430797.84
9474700020,331331.4
421000455,228033.02
3755200220,435540.56
7960100075,489880.62
9477100490,387873.53
9138100350,851290.3
1624049275,454352.97
2770606890,366973.97
1157200189,509829.53
2770601800,460016.66
9301300805,541123.5
2325069032,1203348.4
1021079099,331206.5
7215730040,754932.75
1853200080,533791.56
3224600340,557181.5
3222049120,302846.2
2113700025,373882.4
7893207925,173308.5
3586501085,494485.4
8024200010,516764.03
7116500705,183174.75
1598600209,383527.0
7204200025,1300980.1
4206901505,515938.72
2937300440,935895.0
7205000180,172855.44
8718500665,441760.25
5318101765,784114.5
4122700020,939774.0
8078700020,639381.56
3303980680,1257301.4
8924100372,1158229.1
2781270210,282155.9
519000043,662958.7
3225069301,1564878.8
151000075,695892.8
2297400020,531786.4
6617500085,798524.8
104510180,192420.77
3528900060,937888.7
3345100286,684632.25
1226039130,359995.9
8712100720,830338.0
3037200010,470561.1
3626039268,327485.03
104510230,216368.81
5112800060,387382.88
6072400280,716319.25
5317100570,974243.9
9528102993,477187.66
2919201095,487127.22
6181400920,220965.4
185000161,260798.9
8691400010,680072.75
3345700165,691143.9
6151800486,221097.92
4340000080,981879.6
4136960010,462185.06
3634100030,335337.6
1624059224,1387871.8
2788400090,429930.25
9828200762,516494.28
7524400250,626786.7
3528000290,662300.2
5700003630,2204162.5
2720069019,163104.64
7227501170,220440.44
2397101270,655369.6
6792100090,755950.9
2770602265,565873.1
3971700937,229504.42
422049203,215092.45
3076500830,297481.94
1423400260,272651.34
9161100795,562990.4
3126049052,468489.06
5100401468,397757.12
514500235,359645.5
1423200170,273142.28
1402100070,515508.84
624110020,637353.75
2407000145,283743.6
1890000225,814091.2
1320069271,323612.28
5490700085,308341.53
263000155,415145.84
3726800201,521409.22
5153200358,217754.33
2725079018,870061.6
7165700200,300548.9
9429000170,706478.75
8718500075,478829.6
1760650950,260103.78
1068000559,1277079.1
4113800500,657054.9
4077800507,572671.8
2725069150,708183.0
4008400035,812860.25
7016310270,475702.44
1432701230,313777.22
3278606050,512271.4
2473350710,555948.2
2185000685,247874.44
7792000025,314791.62
6868200029,511206.03
624069003,581264.94
7431500280,730270.0
3296000040,607275.06
1118001215,1383855.1
6453900040,688313.3
333100209,847084.94
34001765,705707.06
8946700100,418398.72
5561401210,554764.1
6671900095,335546.12
3275850020,641917.4
3876300600,417494.2
1450900020,262094.12
8562780280,372508.28
7663700973,323504.47
2126049032,361900.9
1823059159,208615.75
3438503426,337897.66
9297301495,695055.25
7140700850,335322.62
7942601805,888351.25
2555900030,322230.97
2887970040,363646.6
7419700010,741129.5
2239000011,338692.78
9283800050,316923.84
9407001340,349827.9
217500140,683401.25
7212660520,213925.12
3298201170,358797.84
3057000400,335903.22
6865200444,563813.1
6071600340,540126.2
6821600005,731800.5
1235100371,966396.1
7796450340,250156.34
3603000410,202308.52
9297300255,682530.1
9126100850,632718.06
2770601462,398832.66
2599001500,250880.94
1102000095,764156.1
1853080640,944039.56
9551201585,1103274.0
3438500796,408791.72
7518504291,446999.16
9269200340,535083.44
715010130,1933547.5
1982201485,651465.9
9526500080,412433.47
9277200180,533633.5
6669150280,357627.9
8917100153,425105.97
3760500516,1249411.1
2725069050,939080.7
3332000091,344191.22
8562770080,490082.53
8151601190,413071.4
8563040160,406627.84
240000269,992036.1
4307350200,413405.38
1311910300,198742.47
3574900030,695271.8
7853230570,481283.5
320069049,243624.81
9839301060,699696.3
7011201333,691840.75
2781320100,262613.38
3421069120,415123.34
7852030320,501511.88
5316101075,1948090.6
5309100750,425216.66
629000730,627901.6
511700170,396760.12
1562100030,605116.3
2489200230,649629.6
524069116,425726.53
5315100737,828472.7
1868900675,767491.25
1608000120,486081.22
705700240,402841.47
7575600610,193985.66
1778500015,652074.9
5423500240,267397.9
6713700025,348294.97
2734100734,479871.66
301402280,240552.16
2113700205,391075.56
4114601570,2843408.0
3332000615,269562.94
3630050180,356739.28
6852700520,578176.0
6870310010,613162.9
6163900981,241154.95
393000142,436225.84
1771100130,420982.66
1442860160,463519.0
9191200435,628659.1
6788200800,992293.1
1115300070,832774.56
3176600105,741415.25
2770604665,519010.25
5469500580,455805.38
5680000545,488231.34
3424089119,562578.4
1328300180,432037.34
1773100922,494413.5
4123830480,304817.88
9808610190,1044156.4
4250200140,269171.1
4217402115,3418058.2
3831250350,420171.78
2397101055,815272.9
6817850110,878325.9
7526800200,477123.56
7853370100,609824.1
2523089025,992798.3
9476200680,324900.6
5714200140,500104.72
3575304895,429688.62
263000018,451399.16
8080400177,498836.6
6450304130,278896.4
514500090,453653.66
9477000300,444829.94
853600310,1459618.9
1951600240,137719.97
1099900120,401263.25
5323100120,523618.84
1223089016,434235.94
522059172,249561.97
1930300190,743563.7
9542840410,274475.22
8665050530,440531.66
5592900205,437650.22
5450300010,413446.7
2459960030,424986.66
3331500455,560163.4
3432500705,389901.84
3702900165,307611.78
5249803550,659540.75
626049058,367518.84
1788900380,172320.44
8075400360,163138.78
9113200250,793492.8
2738640040,794483.3
7821200307,630392.1
3530440140,171064.08
3582700130,578368.1
9276200569,835899.6
7197800020,416653.8
686200490,565860.94
3501600100,447839.94
6383000690,655568.75
7604400150,509750.47
5249801411,960426.4
2607720420,494788.66
9561100010,336336.1
1796370590,283997.34
4077800593,395163.75
854000165,265020.25
5536100010,381768.06
4188000670,982690.44
31000165,1318084.1
662350050,1077371.4
4137000280,198837.94
6169901130,1097322.5
1953400510,207091.75
7518506716,926725.4
1552520010,439283.6
7955080270,376330.84
9212900100,458373.2
3438500798,407453.9
7899800890,292179.47
4319200605,522701.25
1329300480,397355.88
8935100100,932020.94
5016001260,476850.25
4337600280,412586.1
1446401220,219487.78
7135521530,641621.06
6888900115,458292.78
2413301070,180160.31
345700040,292506.28
5566100145,425103.4
7634800070,393416.72
9346910500,599099.1
3529300060,352085.03
8128600060,1372998.6
8572900275,257711.36
4139420590,1672214.8
9274200322,590808.25
1472700200,702869.1
8820903380,528447.9
8563010130,644775.06
8965450110,826972.1
9274204230,539611.0
8165501700,510621.22
2193340260,474809.97
1860600290,930435.8
1222000055,224253.6
2492200280,532248.25
2488200455,425951.66
809001520,1150446.2
1796361140,286574.8
6398000011,877259.3
6813600365,525582.25
